loan_amnt,term,int_rate,installment,grade,sub_grade,emp_length,home_ownership,annual_inc,verification_status,purpose,dti,delinq_2yrs,fico_mean,inq_last_6mths,open_acc,pub_rec,revol_bal,revol_util,total_acc,target
1000.0,36.0,10.91,32.7,B,B4,10.0,OWN,72000.0,Source Verified,house,9.98,0.0,672.0,0.0,6.0,1.0,575.0,19.2,23.0,0
20000.0,36.0,13.49,678.61,C,C2,8.0,MORTGAGE,132000.0,Not Verified,debt_consolidation,14.12,0.0,682.0,0.0,17.0,0.0,38631.0,87.0,33.0,0
35000.0,36.0,7.26,1084.87,A,A4,10.0,MORTGAGE,111288.0,Source Verified,debt_consolidation,14.48,0.0,747.0,1.0,13.0,0.0,32762.0,43.2,25.0,0
10000.0,36.0,12.12,332.72,B,B3,4.0,MORTGAGE,100000.0,Verified,debt_consolidation,18.27,0.0,672.0,0.0,15.0,0.0,10788.0,83.0,43.0,0
20000.0,36.0,14.64,689.79,C,C3,5.0,MORTGAGE,65000.0,Not Verified,credit_card,12.17,0.0,672.0,0.0,7.0,0.0,28931.0,92.1,21.0,1
6000.0,36.0,9.17,191.28,B,B2,8.0,RENT,50000.0,Source Verified,debt_consolidation,22.4,0.0,672.0,1.0,8.0,0.0,5219.0,41.4,14.0,1
4200.0,36.0,10.99,137.49,B,B2,3.0,OWN,37500.0,Source Verified,home_improvement,1.6,0.0,692.0,2.0,6.0,0.0,550.0,1.2,23.0,0
10000.0,36.0,16.29,353.01,C,C4,3.0,RENT,60000.0,Verified,debt_consolidation,18.53,0.0,672.0,0.0,13.0,2.0,8631.0,71.3,21.0,0
2800.0,36.0,7.39,86.96,A,A4,0.0,MORTGAGE,41000.0,Not Verified,debt_consolidation,9.13,0.0,677.0,1.0,20.0,1.0,4512.0,13.0,30.0,0
13000.0,60.0,17.57,327.09,D,D4,10.0,MORTGAGE,50000.0,Source Verified,debt_consolidation,27.63,1.0,677.0,1.0,17.0,0.0,40845.0,75.1,48.0,1
6000.0,36.0,10.91,196.18,B,B4,2.0,RENT,35000.0,Source Verified,credit_card,14.64,0.0,672.0,0.0,10.0,1.0,6817.0,34.6,28.0,0
5000.0,36.0,10.9,163.46,B,B4,10.0,MORTGAGE,840000.0,Source Verified,vacation,3.22,0.0,707.0,2.0,27.0,0.0,15318.0,26.3,45.0,0
17500.0,60.0,22.2,485.33,E,E4,5.0,RENT,65000.0,Verified,medical,5.19,0.0,672.0,0.0,4.0,0.0,14407.0,70.3,20.0,1
20000.0,60.0,24.85,585.27,E,E3,9.0,MORTGAGE,66000.0,Source Verified,debt_consolidation,17.7,0.0,732.0,3.0,12.0,1.0,2767.0,7.8,17.0,1
25650.0,36.0,10.64,835.39,B,B4,10.0,OWN,57033.0,Verified,credit_card,20.79,0.0,717.0,2.0,10.0,0.0,37306.0,61.0,29.0,0
21000.0,36.0,17.47,753.63,D,D1,10.0,MORTGAGE,38000.0,Verified,debt_consolidation,18.83,0.0,697.0,0.0,7.0,0.0,3717.0,51.6,13.0,0
3000.0,36.0,13.05,101.16,B,B5,0.0,RENT,11000.0,Verified,debt_consolidation,14.18,0.0,687.0,1.0,5.0,0.0,5249.0,49.5,9.0,0
19200.0,36.0,18.06,694.71,D,D2,10.0,RENT,82000.0,Verified,other,12.62,0.0,682.0,1.0,8.0,1.0,11538.0,84.8,12.0,0
3500.0,36.0,6.89,107.9,A,A3,10.0,MORTGAGE,49900.0,Not Verified,debt_consolidation,18.49,0.0,762.0,0.0,16.0,0.0,8269.0,20.0,37.0,0
11000.0,36.0,13.33,372.39,C,C3,7.0,MORTGAGE,28080.0,Source Verified,debt_consolidation,23.03,0.0,672.0,2.0,12.0,0.0,9633.0,80.3,12.0,1
5000.0,36.0,12.92,168.28,D,D2,0.0,RENT,18492.0,Not Verified,debt_consolidation,9.41,1.0,662.0,1.0,4.0,0.0,4652.0,89.5,14.0,0
12000.0,36.0,7.35,372.45,A,A4,3.0,RENT,60000.0,Not Verified,debt_consolidation,14.98,0.0,722.0,1.0,17.0,0.0,3741.0,15.1,27.0,0
14000.0,36.0,8.19,439.94,A,A5,10.0,OWN,84000.0,Source Verified,home_improvement,11.9,1.0,687.0,0.0,9.0,0.0,13945.0,40.0,25.0,0
18000.0,60.0,15.61,434.01,D,D1,4.0,RENT,45000.0,Source Verified,debt_consolidation,12.45,0.0,677.0,0.0,8.0,0.0,13635.0,71.8,16.0,0
11200.0,36.0,7.97,350.82,A,A5,10.0,MORTGAGE,108000.0,Source Verified,debt_consolidation,20.5,0.0,712.0,1.0,9.0,0.0,6244.0,28.8,24.0,0
6000.0,36.0,14.49,206.5,C,C4,5.0,RENT,40000.0,Source Verified,debt_consolidation,26.76,6.0,672.0,1.0,12.0,0.0,3809.0,76.2,20.0,0
12000.0,60.0,15.59,289.21,C,C5,0.0,MORTGAGE,37000.0,Source Verified,home_improvement,23.87,1.0,702.0,1.0,6.0,0.0,1800.0,16.4,18.0,0
10000.0,36.0,13.66,340.13,C,C3,7.0,MORTGAGE,56000.0,Source Verified,debt_consolidation,13.97,0.0,697.0,1.0,6.0,0.0,3860.0,89.8,11.0,0
6000.0,36.0,9.16,191.25,B,B2,10.0,MORTGAGE,35000.0,Source Verified,debt_consolidation,10.91,0.0,687.0,0.0,11.0,0.0,7424.0,51.9,17.0,0
20000.0,36.0,6.92,616.82,A,A4,4.0,RENT,50000.0,Verified,debt_consolidation,32.17,1.0,707.0,1.0,29.0,0.0,31514.0,42.0,38.0,0
20000.0,36.0,5.32,602.3,A,A1,9.0,OWN,85000.0,Not Verified,home_improvement,15.82,0.0,747.0,0.0,13.0,0.0,10139.0,15.2,18.0,0
17950.0,60.0,20.99,485.51,E,E5,8.0,MORTGAGE,50000.0,Source Verified,debt_consolidation,36.56,0.0,662.0,0.0,10.0,0.0,9246.0,81.8,14.0,1
12000.0,36.0,9.16,382.5,B,B2,10.0,OWN,30000.0,Source Verified,debt_consolidation,14.52,1.0,682.0,0.0,13.0,0.0,10222.0,38.9,27.0,0
10000.0,36.0,10.49,324.98,B,B2,10.0,RENT,100000.0,Source Verified,debt_consolidation,16.91,0.0,697.0,0.0,8.0,0.0,2213.0,16.9,19.0,0
10000.0,36.0,6.54,306.68,A,A4,7.0,MORTGAGE,98000.0,Source Verified,debt_consolidation,21.1,0.0,742.0,0.0,5.0,0.0,35553.0,45.8,37.0,0
32000.0,36.0,6.92,986.9,A,A4,10.0,OWN,134000.0,Verified,debt_consolidation,15.19,0.0,712.0,0.0,23.0,0.0,186000.0,51.6,39.0,0
20000.0,60.0,14.47,470.26,C,C2,0.0,MORTGAGE,50000.0,Source Verified,debt_consolidation,14.91,0.0,737.0,2.0,12.0,0.0,14457.0,37.9,28.0,0
10000.0,36.0,7.24,309.87,A,A3,10.0,RENT,57000.0,Verified,credit_card,5.03,1.0,682.0,0.0,8.0,0.0,6151.0,42.4,19.0,0
30000.0,60.0,20.99,811.44,E,E3,2.0,MORTGAGE,125000.0,Source Verified,debt_consolidation,18.81,2.0,702.0,2.0,16.0,0.0,25572.0,83.0,45.0,1
30000.0,36.0,19.03,1100.14,D,D3,2.0,RENT,156000.0,Source Verified,home_improvement,8.04,0.0,672.0,1.0,10.0,0.0,6983.0,47.5,15.0,1
30000.0,36.0,12.99,1010.68,C,C1,10.0,MORTGAGE,110000.0,Source Verified,debt_consolidation,23.03,0.0,682.0,1.0,16.0,0.0,41294.0,81.9,37.0,0
10000.0,36.0,13.18,337.81,C,C3,4.0,MORTGAGE,36000.0,Verified,medical,18.47,0.0,687.0,0.0,11.0,1.0,8361.0,41.6,19.0,0
10300.0,36.0,10.15,333.08,B,B2,0.0,MORTGAGE,43000.0,Verified,debt_consolidation,15.52,0.0,692.0,0.0,8.0,0.0,10326.0,77.1,15.0,0
14000.0,36.0,10.99,458.28,B,B3,0.0,RENT,42000.0,Verified,debt_consolidation,33.43,1.0,682.0,2.0,11.0,0.0,11687.0,57.0,45.0,1
40000.0,36.0,26.3,1618.03,E,E5,1.0,MORTGAGE,37000.0,Verified,debt_consolidation,23.91,0.0,682.0,1.0,13.0,0.0,10870.0,36.8,36.0,0
32000.0,36.0,7.12,989.83,A,A3,5.0,MORTGAGE,102000.0,Source Verified,debt_consolidation,28.28,0.0,707.0,0.0,13.0,0.0,27758.0,59.3,30.0,0
30000.0,60.0,13.53,690.76,B,B5,10.0,MORTGAGE,130000.0,Verified,debt_consolidation,10.29,0.0,757.0,0.0,11.0,0.0,12589.0,37.7,18.0,1
5175.0,60.0,12.99,117.73,C,C2,10.0,MORTGAGE,89000.0,Source Verified,debt_consolidation,21.93,0.0,722.0,0.0,9.0,1.0,8203.0,67.7,19.0,1
20000.0,60.0,12.69,451.9,C,C2,8.0,RENT,95000.0,Source Verified,credit_card,11.26,0.0,697.0,0.0,9.0,0.0,18979.0,54.5,15.0,0
12000.0,60.0,25.83,358.08,G,G2,10.0,RENT,80800.0,Verified,debt_consolidation,22.53,0.0,662.0,1.0,17.0,0.0,22256.0,78.9,40.0,1
8500.0,36.0,13.33,287.76,C,C3,8.0,MORTGAGE,53000.0,Verified,debt_consolidation,9.99,1.0,662.0,1.0,9.0,0.0,10269.0,46.0,15.0,0
10000.0,36.0,9.44,320.05,B,B1,10.0,MORTGAGE,54000.0,Verified,debt_consolidation,17.09,0.0,662.0,1.0,22.0,0.0,6287.0,7.8,44.0,0
20000.0,60.0,12.39,448.85,C,C1,2.0,RENT,45000.0,Source Verified,debt_consolidation,32.91,0.0,707.0,0.0,13.0,0.0,20713.0,68.4,20.0,0
6400.0,36.0,17.57,230.0,D,D4,0.0,OWN,23000.0,Verified,other,7.25,0.0,682.0,1.0,7.0,1.0,844.0,8.0,38.0,0
25000.0,60.0,7.99,506.8,A,A5,10.0,MORTGAGE,110000.0,Not Verified,debt_consolidation,12.02,0.0,752.0,0.0,13.0,0.0,38424.0,48.6,24.0,0
9000.0,36.0,9.99,290.37,B,B1,5.0,RENT,46200.0,Not Verified,car,11.12,0.0,727.0,1.0,6.0,0.0,8692.0,50.8,8.0,0
12000.0,60.0,19.89,317.2,E,E3,0.0,MORTGAGE,26000.0,Verified,home_improvement,41.45,2.0,667.0,0.0,6.0,0.0,3577.0,89.4,21.0,1
1375.0,36.0,17.99,49.71,D,D2,4.0,OWN,35000.0,Source Verified,debt_consolidation,6.04,0.0,697.0,1.0,8.0,0.0,7565.0,51.8,10.0,0
11000.0,60.0,17.86,278.5,D,D5,2.0,MORTGAGE,50000.0,Not Verified,credit_card,23.52,0.0,707.0,0.0,11.0,0.0,42230.0,79.8,19.0,0
29900.0,60.0,12.88,678.49,C,C2,10.0,MORTGAGE,65000.0,Verified,debt_consolidation,21.77,0.0,717.0,0.0,15.0,0.0,31682.0,46.7,31.0,0
8500.0,36.0,6.49,260.48,A,A2,5.0,MORTGAGE,42000.0,Not Verified,debt_consolidation,22.11,0.0,777.0,0.0,12.0,0.0,12157.0,23.2,23.0,0
19125.0,36.0,16.99,681.77,D,D3,0.0,OWN,90000.0,Verified,home_improvement,11.34,0.0,677.0,4.0,12.0,2.0,4031.0,15.5,20.0,1
18400.0,36.0,16.49,651.35,D,D3,8.0,MORTGAGE,40000.0,Verified,home_improvement,20.07,2.0,707.0,0.0,4.0,0.0,6614.0,20.3,7.0,1
3600.0,36.0,9.17,114.77,B,B2,2.0,RENT,34000.0,Source Verified,major_purchase,12.35,0.0,667.0,0.0,6.0,1.0,2733.0,25.1,21.0,0
4000.0,36.0,10.99,130.94,B,B4,10.0,MORTGAGE,75000.0,Source Verified,major_purchase,9.61,0.0,667.0,0.0,12.0,1.0,10460.0,43.6,31.0,0
20000.0,36.0,21.21,755.69,G,G5,0.0,MORTGAGE,76800.0,Not Verified,small_business,5.72,0.0,672.0,1.0,6.0,0.0,500.0,83.3,12.0,0
18000.0,36.0,7.96,563.73,A,A5,10.0,MORTGAGE,130000.0,Source Verified,major_purchase,0.07,3.0,707.0,0.0,7.0,0.0,8.0,0.1,15.0,0
18000.0,36.0,10.49,584.96,B,B2,0.0,RENT,70000.0,Not Verified,credit_card,28.15,0.0,667.0,0.0,6.0,1.0,18077.0,73.2,16.0,0
5000.0,36.0,12.49,167.25,B,B5,0.0,RENT,60000.0,Source Verified,credit_card,14.2,0.0,662.0,0.0,10.0,1.0,9798.0,57.6,41.0,0
15000.0,36.0,6.03,456.54,A,A1,0.0,OWN,41976.0,Verified,home_improvement,1.57,0.0,817.0,0.0,4.0,0.0,1084.0,2.6,19.0,0
21000.0,36.0,19.42,774.25,D,D3,10.0,MORTGAGE,43500.0,Source Verified,debt_consolidation,22.9,0.0,707.0,0.0,12.0,0.0,10040.0,44.0,43.0,0
12000.0,36.0,15.31,417.81,C,C2,10.0,MORTGAGE,105000.0,Not Verified,other,6.83,1.0,682.0,0.0,13.0,0.0,5621.0,34.3,30.0,0
30000.0,60.0,18.24,765.73,D,D5,10.0,RENT,98000.0,Verified,debt_consolidation,20.98,1.0,672.0,1.0,11.0,0.0,37645.0,66.6,30.0,0
7500.0,36.0,12.49,250.87,B,B5,1.0,MORTGAGE,55000.0,Not Verified,credit_card,9.23,0.0,672.0,0.0,8.0,0.0,13325.0,54.4,15.0,0
23000.0,36.0,13.05,775.52,B,B5,10.0,MORTGAGE,100000.0,Source Verified,credit_card,10.54,1.0,677.0,1.0,10.0,0.0,15205.0,49.4,21.0,0
2400.0,36.0,17.27,85.89,D,D3,2.0,MORTGAGE,52000.0,Verified,home_improvement,28.38,1.0,672.0,1.0,16.0,1.0,7763.0,41.5,18.0,0
6050.0,36.0,13.99,206.75,C,C4,0.0,RENT,30000.0,Not Verified,debt_consolidation,8.08,0.0,662.0,1.0,7.0,1.0,4481.0,68.0,25.0,1
5000.0,36.0,7.35,155.19,A,A4,4.0,RENT,53000.0,Not Verified,debt_consolidation,33.86,0.0,722.0,1.0,13.0,0.0,610.0,5.6,29.0,0
7000.0,36.0,11.39,230.47,B,B3,3.0,RENT,47000.0,Source Verified,debt_consolidation,14.35,0.0,672.0,0.0,4.0,0.0,2864.0,81.8,8.0,0
15000.0,36.0,10.99,491.01,B,B4,7.0,MORTGAGE,64000.0,Source Verified,debt_consolidation,8.64,0.0,672.0,0.0,12.0,0.0,16302.0,74.1,18.0,0
8000.0,36.0,13.49,271.45,C,C2,0.0,RENT,75000.0,Source Verified,debt_consolidation,10.44,1.0,662.0,0.0,10.0,0.0,6242.0,29.4,13.0,0
9925.0,36.0,12.69,332.94,C,C2,0.0,RENT,51000.0,Not Verified,debt_consolidation,12.39,2.0,662.0,1.0,11.0,0.0,3930.0,57.8,29.0,0
4000.0,36.0,12.29,133.42,C,C1,10.0,MORTGAGE,60000.0,Not Verified,debt_consolidation,14.18,0.0,692.0,0.0,7.0,1.0,7454.0,87.7,24.0,1
3000.0,36.0,19.99,111.48,D,D4,2.0,MORTGAGE,38010.0,Source Verified,other,20.65,0.0,677.0,1.0,6.0,0.0,5729.0,19.1,8.0,1
35000.0,36.0,13.67,1190.62,C,C4,10.0,MORTGAGE,92000.0,Verified,debt_consolidation,19.59,1.0,692.0,0.0,6.0,0.0,21042.0,97.9,21.0,0
20800.0,60.0,18.25,531.02,E,E1,9.0,MORTGAGE,52000.0,Source Verified,debt_consolidation,23.19,0.0,672.0,0.0,10.0,0.0,6161.0,39.0,20.0,1
8000.0,36.0,9.16,255.0,B,B2,1.0,RENT,110000.0,Source Verified,debt_consolidation,12.4,0.0,667.0,0.0,13.0,0.0,35240.0,83.9,28.0,1
7000.0,36.0,20.8,263.01,E,E1,10.0,MORTGAGE,88000.0,Verified,debt_consolidation,16.2,0.0,667.0,1.0,3.0,0.0,7826.0,100.3,17.0,0
12500.0,36.0,8.19,392.81,A,A5,10.0,MORTGAGE,70000.0,Source Verified,credit_card,13.42,0.0,662.0,0.0,8.0,1.0,10210.0,66.3,26.0,0
15000.0,60.0,15.61,361.67,C,C3,10.0,RENT,55000.0,Verified,debt_consolidation,15.6,0.0,662.0,0.0,10.0,1.0,10938.0,61.8,17.0,0
23000.0,36.0,7.39,714.29,A,A4,9.0,OWN,73000.0,Not Verified,debt_consolidation,20.84,3.0,692.0,1.0,21.0,0.0,12900.0,22.4,56.0,0
11200.0,60.0,25.82,334.15,E,E4,4.0,MORTGAGE,110000.0,Source Verified,debt_consolidation,29.19,0.0,677.0,0.0,22.0,0.0,23169.0,71.5,64.0,0
15000.0,60.0,6.97,296.81,A,A3,0.0,MORTGAGE,125000.0,Verified,debt_consolidation,16.9,0.0,767.0,0.0,11.0,0.0,4773.0,23.2,20.0,0
7200.0,36.0,11.99,239.11,B,B5,0.0,MORTGAGE,30000.0,Verified,debt_consolidation,19.52,0.0,712.0,2.0,16.0,0.0,5509.0,12.0,22.0,1
21000.0,60.0,17.27,524.96,C,C5,7.0,MORTGAGE,120000.0,Verified,debt_consolidation,23.52,1.0,672.0,0.0,13.0,0.0,47309.0,87.4,42.0,1
12475.0,36.0,10.42,405.0,B,B3,5.0,MORTGAGE,52300.0,Verified,debt_consolidation,25.41,0.0,672.0,0.0,7.0,0.0,24471.0,51.5,10.0,0
14000.0,36.0,5.32,421.61,A,A1,10.0,MORTGAGE,120000.0,Not Verified,home_improvement,12.25,0.0,842.0,0.0,18.0,0.0,16555.0,13.5,36.0,0
26700.0,60.0,30.94,879.32,G,G4,4.0,MORTGAGE,120000.0,Source Verified,debt_consolidation,12.32,0.0,712.0,1.0,12.0,1.0,17675.0,68.0,22.0,1
16000.0,36.0,7.99,501.31,A,A5,10.0,RENT,120000.0,Not Verified,debt_consolidation,20.07,0.0,737.0,2.0,12.0,0.0,7836.0,22.2,34.0,0
9800.0,36.0,5.32,295.13,A,A1,6.0,MORTGAGE,65000.0,Verified,credit_card,12.37,0.0,717.0,0.0,24.0,0.0,12647.0,19.3,48.0,0
24000.0,36.0,30.94,1031.24,G,G4,10.0,MORTGAGE,80287.2,Source Verified,debt_consolidation,13.65,0.0,677.0,2.0,9.0,0.0,9778.0,68.4,31.0,1
4000.0,36.0,11.47,131.85,B,B5,0.0,RENT,55000.0,Source Verified,credit_card,12.39,0.0,682.0,0.0,6.0,0.0,3681.0,81.8,6.0,0
6000.0,36.0,13.99,205.04,C,C3,10.0,MORTGAGE,45000.0,Not Verified,credit_card,6.0,0.0,682.0,1.0,14.0,1.0,3900.0,7.5,37.0,0
12000.0,36.0,18.99,439.82,D,D3,1.0,OWN,58000.0,Verified,debt_consolidation,19.62,0.0,662.0,2.0,23.0,0.0,16585.0,30.0,28.0,1
6000.0,36.0,15.31,208.91,C,C2,7.0,RENT,68000.0,Not Verified,credit_card,15.97,3.0,667.0,0.0,8.0,0.0,3314.0,73.6,20.0,0
10000.0,36.0,6.89,308.27,A,A3,0.0,MORTGAGE,140000.0,Source Verified,credit_card,16.99,0.0,727.0,0.0,8.0,0.0,37485.0,53.9,21.0,0
24000.0,60.0,19.72,632.12,D,D5,1.0,RENT,70000.0,Verified,debt_consolidation,33.01,0.0,682.0,2.0,16.0,0.0,64987.0,82.2,32.0,0
6925.0,36.0,15.59,242.07,D,D1,10.0,MORTGAGE,65000.0,Not Verified,debt_consolidation,15.92,2.0,667.0,0.0,9.0,0.0,5696.0,66.9,20.0,1
35000.0,36.0,16.29,1235.52,D,D1,1.0,RENT,120000.0,Verified,debt_consolidation,11.33,0.0,747.0,1.0,9.0,0.0,9090.0,23.7,23.0,0
20000.0,60.0,15.23,478.22,C,C5,4.0,RENT,47000.0,Verified,debt_consolidation,24.77,0.0,722.0,2.0,14.0,0.0,14934.0,78.6,38.0,0
24000.0,60.0,13.99,558.32,C,C4,10.0,OWN,75000.0,Source Verified,debt_consolidation,2.74,0.0,717.0,0.0,4.0,0.0,6920.0,33.8,10.0,0
21000.0,60.0,8.18,427.62,B,B1,3.0,RENT,55000.0,Source Verified,major_purchase,9.39,0.0,787.0,0.0,6.0,0.0,2143.0,6.5,16.0,0
29375.0,60.0,30.75,963.96,F,F5,0.0,RENT,90000.0,Source Verified,credit_card,44.94,0.0,687.0,1.0,20.0,0.0,81768.0,84.0,38.0,0
4000.0,36.0,13.65,136.04,C,C1,6.0,MORTGAGE,65000.0,Not Verified,credit_card,16.62,1.0,672.0,1.0,12.0,0.0,6992.0,30.5,34.0,0
15000.0,36.0,13.67,510.27,C,C4,10.0,RENT,68000.0,Verified,credit_card,30.96,0.0,692.0,0.0,7.0,0.0,16693.0,100.6,15.0,1
15775.0,36.0,16.29,556.87,D,D2,2.0,RENT,38000.0,Source Verified,debt_consolidation,21.83,0.0,692.0,0.0,8.0,0.0,7111.0,58.8,11.0,0
25650.0,36.0,17.57,921.79,D,D4,4.0,MORTGAGE,85000.0,Verified,debt_consolidation,16.0,0.0,702.0,0.0,14.0,0.0,21115.0,49.4,17.0,0
10000.0,36.0,9.44,320.05,B,B1,2.0,RENT,47500.0,Source Verified,debt_consolidation,16.93,1.0,742.0,0.0,16.0,0.0,1439.0,3.8,22.0,0
12900.0,60.0,11.39,283.0,B,B3,4.0,MORTGAGE,54000.0,Verified,debt_consolidation,24.11,0.0,767.0,1.0,13.0,0.0,11526.0,35.6,29.0,1
3000.0,36.0,17.14,107.17,D,D4,10.0,OWN,16000.0,Verified,house,31.73,0.0,667.0,1.0,11.0,1.0,7057.0,67.9,12.0,0
1500.0,60.0,24.08,43.23,F,F2,0.0,RENT,30400.0,Source Verified,other,12.04,0.0,697.0,1.0,7.0,0.0,8027.0,73.6,17.0,0
3000.0,36.0,15.62,104.91,D,D1,7.0,MORTGAGE,61000.0,Source Verified,debt_consolidation,22.78,0.0,677.0,0.0,6.0,1.0,14154.0,95.0,20.0,0
10000.0,36.0,9.49,320.29,B,B2,2.0,RENT,91000.0,Not Verified,credit_card,27.0,2.0,682.0,0.0,22.0,0.0,20385.0,47.7,41.0,0
9000.0,36.0,14.09,308.0,B,B5,10.0,MORTGAGE,48000.0,Verified,credit_card,21.95,0.0,662.0,1.0,9.0,0.0,10772.0,78.6,25.0,0
25000.0,60.0,9.44,524.32,B,B1,10.0,MORTGAGE,140000.0,Not Verified,credit_card,5.88,0.0,737.0,0.0,6.0,0.0,31732.0,77.8,15.0,0
15000.0,36.0,9.99,483.94,B,B3,0.0,RENT,60000.0,Source Verified,credit_card,17.48,0.0,667.0,0.0,12.0,0.0,28561.0,71.9,19.0,0
15000.0,60.0,15.61,361.67,D,D1,10.0,OWN,67703.0,Source Verified,debt_consolidation,18.95,0.0,692.0,0.0,16.0,0.0,12755.0,56.7,35.0,0
5000.0,36.0,9.99,161.32,B,B3,10.0,OWN,150000.0,Source Verified,other,20.34,0.0,672.0,0.0,12.0,1.0,25865.0,83.7,21.0,0
10000.0,36.0,11.44,329.48,B,B4,6.0,MORTGAGE,100000.0,Source Verified,credit_card,16.33,3.0,677.0,0.0,13.0,1.0,15548.0,26.0,20.0,0
4200.0,36.0,11.49,138.48,B,B5,10.0,MORTGAGE,40000.0,Source Verified,credit_card,13.62,0.0,687.0,1.0,7.0,0.0,6226.0,54.6,15.0,0
6075.0,36.0,7.9,190.09,A,A4,2.0,RENT,22000.0,Not Verified,debt_consolidation,27.38,0.0,712.0,0.0,7.0,0.0,8005.0,53.7,10.0,0
8000.0,36.0,9.17,255.04,B,B2,0.0,MORTGAGE,60000.0,Not Verified,credit_card,26.14,0.0,662.0,1.0,16.0,1.0,17793.0,44.8,29.0,0
16000.0,36.0,10.99,523.75,B,B4,2.0,RENT,38000.0,Not Verified,debt_consolidation,29.03,1.0,697.0,0.0,14.0,0.0,16853.0,43.7,22.0,0
10000.0,60.0,13.59,230.57,C,C2,10.0,MORTGAGE,98000.0,Verified,major_purchase,27.92,3.0,677.0,1.0,21.0,0.0,15728.0,59.0,41.0,1
21000.0,60.0,17.86,531.67,D,D5,8.0,MORTGAGE,97000.0,Verified,debt_consolidation,18.5,0.0,662.0,0.0,10.0,1.0,15176.0,79.9,13.0,1
13200.0,60.0,16.29,323.04,D,D1,0.0,RENT,39000.0,Source Verified,credit_card,26.37,0.0,677.0,0.0,9.0,0.0,11204.0,74.7,13.0,1
12600.0,36.0,10.75,411.02,B,B4,1.0,RENT,62000.0,Not Verified,debt_consolidation,15.62,0.0,672.0,0.0,10.0,0.0,14862.0,57.6,17.0,0
26500.0,36.0,6.68,814.38,A,A3,1.0,RENT,170000.0,Verified,credit_card,9.85,0.0,772.0,1.0,11.0,0.0,19060.0,51.5,20.0,0
9000.0,36.0,6.24,274.78,A,A2,6.0,OWN,35000.0,Source Verified,debt_consolidation,14.78,0.0,757.0,0.0,12.0,0.0,6897.0,16.7,21.0,0
3500.0,36.0,13.11,118.11,C,C2,2.0,RENT,39000.0,Not Verified,debt_consolidation,19.38,0.0,677.0,1.0,6.0,0.0,2426.0,27.0,7.0,0
20000.0,60.0,14.08,466.2,C,C3,1.0,RENT,100000.0,Source Verified,credit_card,19.24,1.0,662.0,0.0,15.0,1.0,16272.0,72.6,30.0,0
15000.0,36.0,13.11,506.21,B,B4,2.0,RENT,44000.0,Not Verified,debt_consolidation,10.59,0.0,677.0,0.0,7.0,0.0,12121.0,72.6,8.0,0
10000.0,36.0,13.68,340.23,C,C1,10.0,MORTGAGE,102000.0,Not Verified,debt_consolidation,12.2,7.0,662.0,1.0,6.0,0.0,6936.0,54.0,33.0,0
13000.0,60.0,9.99,276.15,B,B3,10.0,MORTGAGE,35000.0,Not Verified,debt_consolidation,17.52,0.0,747.0,0.0,10.0,0.0,7165.0,20.6,15.0,1
2025.0,36.0,14.65,69.86,C,C5,10.0,OWN,35000.0,Source Verified,credit_card,27.91,0.0,687.0,0.0,21.0,0.0,12057.0,39.4,53.0,1
1875.0,36.0,15.99,65.92,D,D2,0.0,RENT,23880.0,Verified,debt_consolidation,20.7,0.0,692.0,0.0,5.0,0.0,1445.0,63.0,5.0,1
20825.0,36.0,11.49,686.63,B,B5,10.0,RENT,41694.0,Verified,debt_consolidation,26.68,0.0,712.0,0.0,3.0,0.0,33825.0,86.3,10.0,0
15000.0,36.0,24.74,594.34,E,E3,2.0,RENT,51000.0,Verified,other,8.26,0.0,672.0,0.0,4.0,3.0,4877.0,57.4,14.0,1
28000.0,36.0,7.9,876.13,A,A4,2.0,MORTGAGE,154400.0,Not Verified,debt_consolidation,12.58,0.0,757.0,0.0,15.0,0.0,11864.0,33.0,47.0,0
11900.0,36.0,10.49,386.73,B,B3,0.0,RENT,50000.0,Verified,credit_card,19.73,0.0,677.0,0.0,10.0,1.0,9464.0,63.5,40.0,1
3600.0,36.0,11.53,118.77,B,B5,2.0,RENT,21977.0,Verified,debt_consolidation,26.82,0.0,697.0,0.0,5.0,0.0,6423.0,90.5,9.0,0
7500.0,36.0,7.49,233.27,A,A4,10.0,RENT,87800.0,Source Verified,debt_consolidation,11.14,2.0,692.0,0.0,8.0,0.0,6114.0,34.3,16.0,0
10000.0,36.0,14.46,344.02,C,C4,2.0,MORTGAGE,80000.0,Source Verified,debt_consolidation,3.26,0.0,692.0,0.0,7.0,0.0,6930.0,93.6,8.0,0
6000.0,36.0,8.99,190.78,B,B1,10.0,RENT,50700.0,Not Verified,debt_consolidation,7.38,0.0,727.0,1.0,9.0,1.0,7976.0,30.4,19.0,0
22075.0,60.0,17.86,558.89,D,D5,10.0,MORTGAGE,48000.0,Not Verified,debt_consolidation,38.8,0.0,697.0,0.0,5.0,0.0,37036.0,55.0,13.0,1
12000.0,36.0,7.97,375.88,A,A5,4.0,RENT,40000.0,Source Verified,debt_consolidation,18.21,0.0,697.0,0.0,8.0,0.0,11096.0,63.0,13.0,0
15000.0,60.0,14.33,351.6,C,C1,10.0,MORTGAGE,42000.0,Verified,debt_consolidation,27.94,0.0,707.0,0.0,24.0,1.0,14273.0,54.7,37.0,0
